ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,CreditHistory,Dependents,Education,EmploymentType,PropertyArea,MaritalStatus,Loan_Status
70426,17138,81323,300,1,2,Not Graduate,Self Employed,Rural,Married,1
41819,44328,136332,240,1,3+,Not Graduate,Salaried,Rural,Married,1
107051,46202,406749,120,1,2,Graduate,Self Employed,Rural,Married,1
47994,40164,305540,120,1,1,Graduate,Salaried,Rural,Single,1
112756,54659,304547,300,0,1,Graduate,Self Employed,Semiurban,Single,0
110665,49692,478577,84,1,0,Graduate,Self Employed,Semiurban,Married,1
146717,24845,322459,300,1,3+,Not Graduate,Salaried,Rural,Married,1
96835,30562,360112,84,1,1,Not Graduate,Self Employed,Semiurban,Married,1
137232,28036,207591,240,0,2,Graduate,Self Employed,Semiurban,Single,1
58732,60752,321251,84,1,1,Not Graduate,Salaried,Rural,Single,1
61305,74233,105781,180,0,3+,Graduate,Salaried,Semiurban,Single,1
24346,68681,316013,12,1,0,Not Graduate,Salaried,Semiurban,Married,1
15587,27818,393127,84,1,0,Graduate,Salaried,Urban,Married,1
27763,30544,470586,36,1,1,Graduate,Self Employed,Rural,Single,1
84615,62532,57971,84,1,0,Not Graduate,Salaried,Urban,Married,1
135987,78636,408949,36,1,3+,Not Graduate,Salaried,Urban,Married,1
106353,57705,304927,60,0,3+,Not Graduate,Salaried,Rural,Single,0
110648,20104,337795,12,0,0,Not Graduate,Self Employed,Urban,Married,0
40556,69603,369118,12,1,2,Not Graduate,Salaried,Urban,Single,1
74042,59025,73446,240,1,0,Graduate,Self Employed,Semiurban,Single,1
33099,32317,307419,180,1,0,Graduate,Self Employed,Urban,Married,1
124089,31416,219180,300,1,1,Not Graduate,Self Employed,Rural,Single,1
48866,42012,53823,180,1,2,Graduate,Self Employed,Semiurban,Married,1
120400,68045,194526,120,1,0,Graduate,Salaried,Semiurban,Single,1
99246,21400,185004,60,1,1,Graduate,Salaried,Semiurban,Married,1
91975,48270,453436,240,1,1,Graduate,Self Employed,Rural,Married,1
96557,72069,255162,180,1,1,Not Graduate,Salaried,Rural,Married,1
87516,49833,117965,36,1,3+,Graduate,Salaried,Rural,Married,1
47602,63644,471424,60,1,1,Graduate,Salaried,Urban,Single,1
144295,69468,322654,12,1,1,Graduate,Salaried,Urban,Single,1
102969,59473,487261,300,1,3+,Graduate,Self Employed,Semiurban,Married,1
147161,45809,191609,300,0,3+,Not Graduate,Salaried,Semiurban,Married,1
15155,38328,155935,36,0,1,Graduate,Salaried,Rural,Married,0
138950,36784,381278,240,1,0,Graduate,Self Employed,Rural,Single,1
82494,23723,283705,240,1,2,Graduate,Salaried,Urban,Single,1
91229,60646,384398,60,1,3+,Not Graduate,Salaried,Urban,Married,1
119648,66255,303978,12,1,2,Not Graduate,Salaried,Rural,Single,1
53547,74,194854,180,1,3+,Graduate,Self Employed,Rural,Married,1
43795,26498,426924,36,0,1,Graduate,Salaried,Urban,Single,1
36447,65522,437688,36,0,3+,Not Graduate,Salaried,Semiurban,Married,0
102960,20541,377731,12,1,1,Graduate,Self Employed,Semiurban,Married,1
78278,45929,394382,36,0,2,Not Graduate,Salaried,Urban,Married,0
70077,26028,387864,300,0,0,Graduate,Self Employed,Urban,Single,0
127782,29545,128004,180,1,1,Graduate,Self Employed,Semiurban,Married,1
117932,79569,72072,180,0,2,Not Graduate,Self Employed,Urban,Single,1
124869,31673,131015,180,1,2,Graduate,Salaried,Semiurban,Single,1
63781,30974,275075,12,1,3+,Graduate,Salaried,Semiurban,Married,1
68798,58899,270010,84,1,1,Graduate,Salaried,Urban,Married,1
113696,23097,122746,84,1,2,Not Graduate,Salaried,Rural,Married,1
65939,64824,226774,240,1,0,Not Graduate,Salaried,Rural,Single,1
44516,23525,414404,240,0,3+,Graduate,Self Employed,Rural,Single,1
65290,57804,449273,300,0,3+,Graduate,Self Employed,Rural,Single,0
141688,15043,178259,36,1,2,Graduate,Self Employed,Rural,Single,1
101661,41846,80916,180,0,1,Graduate,Self Employed,Rural,Single,1
87954,77261,77268,36,0,3+,Not Graduate,Salaried,Rural,Single,1
37746,50227,225050,12,1,1,Not Graduate,Self Employed,Urban,Single,1
82990,53028,293966,36,1,2,Not Graduate,Self Employed,Urban,Married,1
73810,37383,73259,120,1,2,Graduate,Salaried,Rural,Married,1
133362,29483,496799,84,0,1,Graduate,Self Employed,Urban,Married,0
148669,7265,129400,36,1,0,Not Graduate,Salaried,Semiurban,Single,1
17659,22763,346437,36,1,3+,Graduate,Salaried,Rural,Married,1
101516,75652,161581,60,0,2,Graduate,Salaried,Semiurban,Single,1
89567,15733,57043,300,0,0,Not Graduate,Self Employed,Urban,Single,0
30037,37420,231502,36,1,0,Graduate,Self Employed,Rural,Single,1
141498,9247,157009,120,1,1,Not Graduate,Self Employed,Semiurban,Single,1
27109,23840,351037,84,1,1,Graduate,Self Employed,Urban,Married,1
37010,65149,483858,60,0,1,Graduate,Self Employed,Rural,Single,0
23787,21058,259137,300,1,0,Graduate,Self Employed,Rural,Married,1
76709,34929,211940,12,1,3+,Graduate,Salaried,Semiurban,Single,1
49518,31362,338453,240,0,1,Graduate,Salaried,Semiurban,Married,1
68909,47356,335428,12,0,3+,Not Graduate,Self Employed,Semiurban,Single,0
33351,77597,438945,84,1,1,Not Graduate,Self Employed,Urban,Single,1
30282,6041,163259,240,1,0,Graduate,Salaried,Semiurban,Married,1
20075,78209,150804,12,1,3+,Graduate,Salaried,Semiurban,Married,1
43365,61954,119000,300,1,3+,Not Graduate,Salaried,Semiurban,Married,1
26002,61869,134179,120,1,0,Not Graduate,Self Employed,Rural,Single,1
28947,21059,377193,36,1,3+,Graduate,Self Employed,Semiurban,Single,1
109840,44722,341409,84,1,0,Not Graduate,Self Employed,Semiurban,Single,1
131219,17548,310226,240,1,0,Not Graduate,Salaried,Urban,Married,1
93610,15078,73880,60,1,2,Not Graduate,Self Employed,Urban,Married,1
67142,5419,396723,36,1,1,Graduate,Self Employed,Semiurban,Married,1
71307,35490,443471,12,0,2,Not Graduate,Self Employed,Urban,Single,0
65085,76086,444718,12,1,0,Not Graduate,Self Employed,Urban,Single,1
49228,58760,251264,60,0,0,Not Graduate,Self Employed,Urban,Married,0
58472,30337,377568,120,1,3+,Not Graduate,Self Employed,Rural,Single,1
64437,1468,383110,300,1,0,Graduate,Salaried,Semiurban,Single,1
74711,24309,222438,300,1,0,Not Graduate,Self Employed,Semiurban,Single,1
92175,66344,470641,60,1,0,Not Graduate,Salaried,Semiurban,Married,1
79307,72255,495544,84,1,1,Not Graduate,Salaried,Urban,Married,1
61733,28718,295352,60,0,2,Graduate,Salaried,Urban,Married,0
143202,37841,117396,12,0,2,Graduate,Self Employed,Urban,Single,1
110028,73548,383838,120,1,1,Graduate,Self Employed,Rural,Married,1
107493,46660,449022,120,1,1,Not Graduate,Self Employed,Urban,Married,1
140149,50281,329250,180,1,1,Not Graduate,Self Employed,Rural,Single,1
23259,767,106731,60,1,2,Not Graduate,Salaried,Semiurban,Single,1
143775,3895,125010,84,0,2,Graduate,Self Employed,Urban,Single,0
29849,58026,299091,12,1,0,Not Graduate,Salaried,Rural,Single,1
96768,42968,344743,36,1,2,Not Graduate,Self Employed,Rural,Married,1
121108,40097,121326,300,1,3+,Graduate,Self Employed,Urban,Single,1
104709,15332,298876,300,1,2,Not Graduate,Salaried,Rural,Single,1
69869,14621,387850,300,0,1,Not Graduate,Salaried,Urban,Single,0
141888,76870,59004,120,1,2,Graduate,Salaried,Rural,Single,1
78095,18174,165018,300,0,0,Graduate,Self Employed,Semiurban,Single,0
132886,40502,494580,60,0,2,Graduate,Salaried,Semiurban,Single,1
85910,36674,75792,180,1,1,Graduate,Salaried,Semiurban,Married,1
38567,37260,104645,84,1,3+,Graduate,Salaried,Urban,Married,1
50292,42498,57232,84,1,1,Not Graduate,Self Employed,Semiurban,Married,1
89813,67609,104766,240,1,3+,Graduate,Salaried,Semiurban,Married,1
112136,49464,170601,300,1,0,Not Graduate,Salaried,Semiurban,Single,1
66631,71805,131588,12,1,0,Not Graduate,Self Employed,Urban,Single,1
24885,64919,229614,120,0,2,Graduate,Salaried,Rural,Single,0
81314,54469,55913,12,1,0,Graduate,Salaried,Urban,Married,1
80087,17194,162406,300,1,0,Not Graduate,Salaried,Urban,Single,1
110998,26811,163693,180,1,1,Not Graduate,Self Employed,Semiurban,Single,1
64812,72377,143449,36,0,1,Not Graduate,Salaried,Rural,Single,1
73643,43723,60567,300,0,2,Graduate,Salaried,Semiurban,Single,1
59900,75235,88379,36,1,2,Not Graduate,Salaried,Semiurban,Married,1
31288,76298,256040,36,1,2,Graduate,Salaried,Urban,Single,1
87692,59238,312463,84,1,2,Not Graduate,Salaried,Urban,Single,1
100436,2147,140005,120,1,1,Not Graduate,Salaried,Urban,Single,1
61403,38445,423134,300,1,2,Not Graduate,Salaried,Semiurban,Married,1
106170,53803,273098,12,1,2,Graduate,Self Employed,Rural,Single,1
24168,61108,54791,12,1,0,Graduate,Self Employed,Rural,Single,1
64879,2013,181401,180,0,2,Not Graduate,Self Employed,Semiurban,Single,0
74871,53502,255459,36,1,3+,Not Graduate,Salaried,Rural,Single,1
47174,37755,111032,120,1,0,Not Graduate,Self Employed,Semiurban,Single,1
125155,8733,225150,120,0,1,Graduate,Salaried,Rural,Single,0
86853,9479,400806,180,0,3+,Graduate,Salaried,Semiurban,Single,0
79046,75361,71300,60,0,2,Graduate,Salaried,Rural,Married,1
64678,21304,387844,120,1,0,Graduate,Self Employed,Urban,Married,1
41649,35694,494161,120,1,2,Graduate,Self Employed,Urban,Single,1
142795,9490,105609,12,1,0,Not Graduate,Salaried,Urban,Single,1
103668,21252,241634,180,1,2,Not Graduate,Salaried,Urban,Married,1
104906,6862,140045,300,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
111019,69959,374045,120,0,1,Graduate,Self Employed,Rural,Married,0
93002,10450,317847,120,0,3+,Not Graduate,Self Employed,Semiurban,Married,0
43803,56022,273717,12,1,3+,Graduate,Self Employed,Urban,Single,1
45795,61991,375259,300,1,1,Graduate,Self Employed,Rural,Single,1
23770,40927,269162,300,1,0,Not Graduate,Self Employed,Semiurban,Single,1
26093,49853,77676,120,1,0,Not Graduate,Self Employed,Urban,Single,1
146265,31826,433476,12,1,1,Graduate,Salaried,Rural,Single,1
115311,42879,270412,60,1,2,Graduate,Salaried,Rural,Married,1
32569,57265,226512,84,0,0,Not Graduate,Self Employed,Urban,Married,0
26190,72361,217995,240,1,3+,Graduate,Self Employed,Urban,Married,1
77824,77990,341946,12,0,1,Graduate,Salaried,Rural,Married,0
57070,40736,402475,12,1,3+,Graduate,Self Employed,Urban,Married,1
55197,24530,174786,120,0,0,Not Graduate,Salaried,Semiurban,Single,1
17261,78052,377313,12,1,1,Graduate,Salaried,Urban,Married,1
101795,47058,118147,180,1,1,Graduate,Self Employed,Urban,Married,1
43933,74094,72075,36,1,0,Graduate,Salaried,Urban,Single,1
55583,74255,394159,36,1,0,Graduate,Self Employed,Rural,Single,1
127082,4886,255788,60,1,1,Graduate,Self Employed,Rural,Single,1
100371,37387,59304,300,1,2,Graduate,Salaried,Urban,Single,1
126032,21575,179851,12,1,1,Graduate,Salaried,Rural,Single,1
57604,39643,432873,300,1,2,Not Graduate,Salaried,Urban,Married,1
110074,10100,109622,180,0,3+,Not Graduate,Self Employed,Semiurban,Single,0
88869,60356,366359,120,1,2,Not Graduate,Self Employed,Rural,Single,1
20410,7856,386117,120,1,2,Graduate,Self Employed,Urban,Married,1
98375,38169,158654,240,1,0,Not Graduate,Self Employed,Rural,Married,1
111055,28804,455737,84,1,1,Not Graduate,Self Employed,Semiurban,Single,1
101716,35790,299109,60,0,3+,Graduate,Self Employed,Semiurban,Single,0
69245,30988,336172,180,1,1,Not Graduate,Self Employed,Urban,Married,1
58056,76448,89328,300,1,2,Graduate,Salaried,Rural,Single,1
73557,38506,339445,180,0,2,Graduate,Self Employed,Semiurban,Single,1
32543,67306,350159,240,1,2,Graduate,Salaried,Rural,Single,1
111038,12305,268348,240,1,1,Not Graduate,Salaried,Urban,Single,1
18828,9969,86845,120,0,2,Graduate,Self Employed,Semiurban,Single,0
131656,12404,398962,300,0,1,Not Graduate,Salaried,Semiurban,Married,0
32087,8989,126394,84,1,3+,Graduate,Salaried,Rural,Married,1
46337,65305,225231,120,0,3+,Graduate,Salaried,Semiurban,Single,1
80333,35983,355858,84,1,1,Not Graduate,Self Employed,Urban,Single,1
85448,39462,130722,36,1,3+,Graduate,Salaried,Urban,Married,1
19648,19360,337374,180,1,0,Not Graduate,Self Employed,Semiurban,Married,0
145576,26287,142554,240,1,2,Graduate,Self Employed,Urban,Married,1
48623,65472,99262,36,1,2,Graduate,Self Employed,Semiurban,Single,1
50634,61313,91722,300,1,2,Graduate,Salaried,Semiurban,Married,1
129598,34160,489575,120,1,0,Graduate,Salaried,Semiurban,Single,1
64334,6789,374940,60,1,2,Graduate,Self Employed,Semiurban,Single,1
83648,27181,221231,12,1,1,Graduate,Self Employed,Rural,Single,1
37054,14385,290740,60,1,2,Graduate,Self Employed,Semiurban,Single,1
85028,65641,137052,60,0,1,Graduate,Salaried,Urban,Single,1
37207,44247,150808,12,1,3+,Not Graduate,Salaried,Rural,Married,1
96554,5544,305416,180,1,1,Not Graduate,Salaried,Urban,Married,1
98276,13275,312128,36,1,1,Not Graduate,Salaried,Semiurban,Married,1
67781,63248,271281,36,0,1,Graduate,Salaried,Urban,Married,0
76035,34550,448455,180,1,2,Not Graduate,Salaried,Rural,Single,1
23210,53693,296052,12,1,0,Not Graduate,Salaried,Urban,Married,1
59363,19641,404095,84,1,0,Graduate,Self Employed,Rural,Married,1
93279,71749,363030,60,1,1,Not Graduate,Salaried,Semiurban,Married,1
149393,15605,415568,120,1,2,Graduate,Self Employed,Semiurban,Married,1
96348,50713,470411,36,1,0,Not Graduate,Salaried,Urban,Married,1
128816,20390,154697,180,1,3+,Not Graduate,Self Employed,Urban,Married,1
138053,75403,281572,120,0,3+,Not Graduate,Salaried,Semiurban,Single,0
81262,58466,282842,240,1,2,Not Graduate,Salaried,Semiurban,Single,1
149832,3981,146299,12,0,3+,Not Graduate,Salaried,Urban,Married,1
82411,9493,215746,120,1,3+,Graduate,Self Employed,Semiurban,Single,1
38377,71218,199177,300,0,3+,Not Graduate,Salaried,Rural,Single,0
53211,71318,210811,120,1,0,Graduate,Salaried,Rural,Single,1
18744,16984,213041,300,1,3+,Not Graduate,Self Employed,Urban,Single,1
39995,22760,64497,60,1,1,Graduate,Salaried,Urban,Single,1
49542,1524,445032,12,1,1,Not Graduate,Salaried,Semiurban,Married,1
25651,49402,304204,120,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
114239,65614,431059,36,0,1,Not Graduate,Salaried,Rural,Single,1
93931,35891,307471,12,1,0,Not Graduate,Self Employed,Urban,Married,1
117112,39832,142019,36,1,2,Not Graduate,Self Employed,Urban,Single,1
31715,45836,240326,180,0,1,Graduate,Self Employed,Urban,Single,0
76350,73953,159017,180,0,3+,Not Graduate,Salaried,Urban,Married,1
86425,13362,381529,240,1,2,Not Graduate,Salaried,Rural,Single,1
101120,66745,268220,84,0,2,Graduate,Self Employed,Rural,Married,1
129889,37921,155153,180,1,3+,Not Graduate,Self Employed,Urban,Single,1
89637,70434,83826,120,0,1,Not Graduate,Salaried,Rural,Single,1
85194,18562,160034,12,1,0,Not Graduate,Salaried,Urban,Married,1
91917,64510,134242,180,0,1,Not Graduate,Salaried,Rural,Single,1
79200,76407,435210,36,1,1,Not Graduate,Self Employed,Semiurban,Married,1
120848,7610,100100,120,1,0,Graduate,Salaried,Rural,Single,1
121022,15791,271171,180,1,2,Not Graduate,Self Employed,Urban,Single,1
75058,58047,437314,300,1,0,Graduate,Self Employed,Semiurban,Single,1
77068,67906,447575,300,1,0,Not Graduate,Salaried,Urban,Single,1
114932,19665,408349,60,0,3+,Not Graduate,Salaried,Semiurban,Married,0
37785,70246,62809,36,0,3+,Graduate,Self Employed,Semiurban,Single,0
109475,65864,114450,240,0,1,Not Graduate,Self Employed,Rural,Single,1
17282,46451,350572,240,1,3+,Not Graduate,Salaried,Rural,Married,1
82534,45890,384934,240,1,0,Graduate,Self Employed,Semiurban,Married,1
89964,6794,161126,36,1,0,Not Graduate,Salaried,Semiurban,Married,1
134006,32888,402465,240,1,3+,Not Graduate,Salaried,Semiurban,Single,1
65583,6749,314237,84,1,3+,Graduate,Self Employed,Urban,Married,1
53392,46531,94498,60,1,3+,Graduate,Self Employed,Rural,Married,1
22461,20608,166251,84,1,0,Not Graduate,Salaried,Urban,Married,1
115123,69211,90985,300,1,2,Not Graduate,Self Employed,Rural,Married,1
25516,56017,344153,180,0,2,Not Graduate,Self Employed,Urban,Single,0
136251,57676,440659,60,1,3+,Graduate,Salaried,Rural,Single,1
77493,11560,67718,36,1,1,Graduate,Self Employed,Semiurban,Single,1
51027,54401,328849,84,1,1,Not Graduate,Salaried,Semiurban,Married,1
108547,50468,399762,120,1,2,Not Graduate,Self Employed,Rural,Married,1
115127,32463,112598,60,1,3+,Not Graduate,Salaried,Semiurban,Married,1
94003,31663,390022,36,1,0,Graduate,Self Employed,Semiurban,Single,1
54758,68706,324383,12,0,1,Graduate,Self Employed,Urban,Married,0
69312,58773,358766,60,1,1,Graduate,Self Employed,Rural,Married,1
83670,33123,96665,60,1,0,Not Graduate,Self Employed,Semiurban,Single,1
97279,9718,344418,180,1,0,Not Graduate,Self Employed,Rural,Single,1
30434,62637,454635,120,1,3+,Not Graduate,Self Employed,Urban,Single,1
90769,28,420512,180,0,0,Graduate,Self Employed,Rural,Single,0
81677,62370,196075,240,1,0,Not Graduate,Self Employed,Urban,Single,1
98555,47599,211938,60,1,0,Graduate,Salaried,Urban,Married,1
143379,17397,203060,300,1,2,Not Graduate,Self Employed,Urban,Married,1
116665,45406,499110,60,1,0,Graduate,Self Employed,Semiurban,Married,1
83803,47657,420707,240,0,1,Not Graduate,Self Employed,Urban,Single,0
106703,67560,271516,120,0,3+,Not Graduate,Self Employed,Rural,Single,0
36312,13503,186746,120,1,3+,Graduate,Self Employed,Rural,Single,1
132961,54943,251610,300,1,3+,Not Graduate,Salaried,Semiurban,Single,1
55379,75839,405247,300,1,2,Graduate,Salaried,Semiurban,Married,1
32297,25345,116446,84,1,1,Not Graduate,Self Employed,Urban,Married,1
17011,50390,79072,36,0,0,Not Graduate,Self Employed,Urban,Married,0
135234,59557,83717,36,0,1,Not Graduate,Self Employed,Urban,Married,1
59014,65054,268417,84,1,3+,Graduate,Self Employed,Semiurban,Married,1
109333,1906,207723,36,1,0,Not Graduate,Salaried,Semiurban,Married,1
26120,40167,429346,60,1,3+,Graduate,Self Employed,Rural,Married,1
37852,7961,487507,84,1,3+,Not Graduate,Salaried,Urban,Married,0
94239,26140,434533,84,1,3+,Not Graduate,Self Employed,Urban,Single,1
147001,58701,159525,36,0,1,Graduate,Salaried,Rural,Married,1
106575,77567,263092,12,1,1,Not Graduate,Salaried,Rural,Married,1
110040,28561,54646,300,0,3+,Not Graduate,Salaried,Rural,Single,1
20744,50568,351857,36,1,3+,Graduate,Self Employed,Rural,Single,1
57359,73302,380080,180,1,0,Graduate,Self Employed,Urban,Married,1
113746,29504,225403,12,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
135906,37146,334329,84,1,3+,Graduate,Self Employed,Urban,Single,1
22597,40297,396407,12,1,3+,Graduate,Self Employed,Rural,Single,1
62093,68607,279728,60,1,3+,Not Graduate,Salaried,Semiurban,Single,1
129650,16939,102107,120,0,1,Graduate,Salaried,Urban,Married,1
135956,50715,294865,12,0,3+,Graduate,Salaried,Rural,Single,0
130598,44460,329707,180,1,2,Not Graduate,Self Employed,Semiurban,Married,1
148241,66576,120729,120,1,3+,Graduate,Salaried,Semiurban,Single,1
23036,68222,327845,60,1,1,Graduate,Self Employed,Semiurban,Married,1
46778,12666,250144,180,0,2,Not Graduate,Salaried,Urban,Single,0
33800,62119,491433,240,1,2,Not Graduate,Self Employed,Rural,Married,1
40372,35321,487826,120,0,3+,Graduate,Salaried,Urban,Single,1
76516,1779,265494,240,1,3+,Not Graduate,Self Employed,Urban,Single,1
35538,13186,302615,60,1,1,Graduate,Salaried,Urban,Married,0
78918,16459,493347,120,1,2,Graduate,Salaried,Semiurban,Married,1
86155,5057,178331,120,1,2,Graduate,Salaried,Rural,Married,1
74500,60663,210482,36,1,1,Graduate,Self Employed,Urban,Single,1
125659,18733,149280,180,0,3+,Not Graduate,Salaried,Rural,Single,0
42716,19157,239787,300,1,0,Not Graduate,Salaried,Semiurban,Single,1
149308,35030,88665,180,0,0,Graduate,Salaried,Urban,Single,1
17352,19613,328101,12,1,2,Not Graduate,Self Employed,Rural,Single,0
148004,5188,491343,240,1,2,Graduate,Salaried,Semiurban,Married,1
91449,29680,358152,240,1,3+,Graduate,Self Employed,Urban,Married,1
23556,60119,374064,180,1,0,Not Graduate,Salaried,Urban,Single,1
101836,74400,309285,180,0,2,Not Graduate,Salaried,Rural,Single,0
65098,55718,213947,120,1,3+,Graduate,Self Employed,Rural,Married,1
127169,36445,163828,240,1,0,Not Graduate,Self Employed,Urban,Single,1
141060,5796,435996,84,1,1,Graduate,Salaried,Urban,Married,1
145544,47218,182698,300,1,2,Not Graduate,Self Employed,Semiurban,Married,1
15340,39131,140815,36,1,1,Not Graduate,Self Employed,Semiurban,Married,1
97302,8123,244894,300,1,0,Graduate,Self Employed,Urban,Married,1
15138,8222,253485,12,1,3+,Not Graduate,Salaried,Rural,Married,1
146430,24074,214714,300,0,3+,Not Graduate,Salaried,Rural,Single,1
134619,29825,350455,36,1,0,Graduate,Salaried,Urban,Married,1
100376,36839,82356,12,1,1,Graduate,Self Employed,Semiurban,Single,1
